sampleId,lat,long,continent,country,nPools,nFlies,nToUse,Date,SRA_Accession,SOURCE,DataType,TimeRange
"US_Mas_Lan_1_2012-07-28, US_Mas_Lan_1_2012-10-02, US_Mas_Lan_1_2014-07-20, US_Mas_Lan_1_2014-10-20",42.45,-71.67,North_America,USA,4,285,4,"2012-07-28,2012-10-02,2014-07-20,2014-10-20","SRR3590557, SRR3590556, SRR3939082, SRR3939080",DrosRTEC,PoolSeq,814
"US_Mic_Ben_1_2014-07-26, US_Mic_Ben_1_2014-11-05",42.1111,-86.4483,North_America,USA,2,140,2,"2014-07-26,2014-11-05","SRR3939059, SRR3939058",DrosRTEC,PoolSeq,102
"US_New_Ith_1_2004-07-01, US_New_Ith_1_2012-07-25, US_New_Ith_1_2012-09-23",42.41,-76.52333333333333,North_America,"United States, USA",3,107,3,"2004-07-01,2012-07-25,2012-09-23","nan, SRR3590559, SRR3590558","dgn, DrosRTEC",PoolSeq,3006
"US_Nor_Ral_1_2003-07-01, US_Nor_Ral_2_2003-07-01",35.765,-78.645,North_America,"United States, USA",2,297,2,2003-07-01,"nan, SRR1525697","dgn, DrosRTEC",PoolSeq,0
"US_Pen_Lin_1_2012-10-10, US_Pen_Lin_1_2013-06-15, US_Pen_Lin_1_2014-06-27, US_Pen_Lin_1_2014-10-17, US_Pen_Lin_1_2015-07-15, US_Pen_Lin_1_2015-10-15, US_Pen_Lin_1_2009-07-15, US_Pen_Lin_1_2009-11-16, US_Pen_Lin_1_2010-07-15, US_Pen_Lin_1_2010-11-16, US_Pen_Lin_1_2011-07-15, US_Pen_Lin_1_2011-10-15, US_Pen_Lin_1_2011-11-16, US_Pen_Lin_1_2012-07-16, US_Pen_Lin_1_2012-09-13",39.88,-75.41,North_America,USA,15,1037,15,"2012-10-10,2013-06-15,2014-06-27,2014-10-17,2015-07-15,2015-10-15,2009-07-15,2009-11-16,2010-07-15,2010-11-16,2011-07-15,2011-10-15,2011-11-16,2012-07-16,2012-09-13","SRR3590560, SRR3939095, SRR3939097, SRR3939096, SRR3939099, SRR3939098, SRR1525768, SRR1525769, SRR1525770, SRR1525771, SRR1525772, SRR1525773, SRR1525774, SRR3590561, SRR3590563",DrosRTEC,PoolSeq,2283
"US_Pen_Sta_1_2015-07-18, US_Pen_Sta_1_2014-06-18, US_Pen_Sta_1_2014-10-16",40.793395,-77.860001,North_America,USA,3,159,3,"2015-07-18,2014-06-18,2014-10-16","SRR3939089, SRR3939084, SRR3939083",DrosRTEC,PoolSeq,395
"US_Rho_Pro_10_2015-06-11, US_Rho_Pro_11_2015-06-11, US_Rho_Pro_12_2015-06-11, US_Rho_Pro_1_2014-09-25, US_Rho_Pro_1_2015-06-11, US_Rho_Pro_2_2014-09-25, US_Rho_Pro_2_2015-06-11, US_Rho_Pro_3_2014-09-25, US_Rho_Pro_3_2015-06-11, US_Rho_Pro_4_2014-09-25, US_Rho_Pro_4_2015-06-11, US_Rho_Pro_5_2014-09-25, US_Rho_Pro_5_2015-06-11, US_Rho_Pro_6_2015-06-11, US_Rho_Pro_7_2015-06-11, US_Rho_Pro_8_2015-06-11, US_Rho_Pro_9_2015-06-11",41.827604235294125,-71.39874747058825,North_America,USA,17,613,17,"2015-06-11,2014-09-25","SRR14308772, SRR14308771, SRR14308770, SRR14308776, SRR14308762, SRR14308775, SRR14308769, SRR14308766, SRR14308768, SRR14308765, SRR14308767, SRR14308764, SRR14308761, SRR14308760, SRR14308759, SRR14308774, SRR14308773",dest_plus,PoolSeq,259
"US_Tex_Lub_4_2013-09-15, US_Tex_Lub_5_2013-09-15, US_Tex_Lub_6_2013-09-15, US_Tex_Lub_7_2013-09-15, US_Tex_Lub_8_2013-09-15, US_Tex_Lub_9_2013-09-15, US_Tex_Lub_0_2013-09-15, US_Tex_Lub_10_2013-09-15, US_Tex_Lub_1_2013-09-15, US_Tex_Lub_2_2013-09-15, US_Tex_Lub_3_2013-09-15",33.57,-100.9,North_America,USA,11,1268,11,2013-09-15,"SRR8448964, SRR8449060, SRR8449012, SRR8448973, SRR8448956, SRR8448911, SRR8449057;SRR8449015;SRR8448983;SRR8448996;SRR8448964;SRR8449060;SRR8449012;SRR8448973;SRR8448956;SRR8448911, SRR8449057, SRR8449015, SRR8448983, SRR8448996",dest_plus,PoolSeq,0
"US_Tex_Sto_0_2013-09-15, US_Tex_Sto_10_2013-09-15, US_Tex_Sto_1_2013-09-15, US_Tex_Sto_2_2013-09-15, US_Tex_Sto_3_2013-09-15, US_Tex_Sto_4_2013-09-15, US_Tex_Sto_5_2013-09-15, US_Tex_Sto_6_2013-09-15, US_Tex_Sto_7_2013-09-15, US_Tex_Sto_8_2013-09-15, US_Tex_Sto_9_2013-09-15",30.230000000000004,-99.66,North_America,USA,11,1268,11,2013-09-15,"SRR8449056;SRR8449017;SRR8448982;SRR8448997;SRR8448965;SRR8449059;SRR8449011;SRR8448972;SRR8448957;SRR8448912, SRR8449056, SRR8449017, SRR8448982, SRR8448997, SRR8448965, SRR8449059, SRR8449011, SRR8448972, SRR8448957, SRR8448912",dest_plus,PoolSeq,0
"US_Vir_Cha_1_2012-07-18, US_Vir_Cha_1_2012-11-05, US_Vir_Cha_1_2014-06-25, US_Vir_Cha_1_2014-10-14, US_Vir_Cha_1_2015-07-01, US_Vir_Cha_1_2015-10-19, US_Vir_Cha_1_2016-06-24, US_Vir_Cha_1_2016-07-08, US_Vir_Cha_1_2016-07-22, US_Vir_Cha_1_2016-08-19, US_Vir_Cha_1_2016-09-02, US_Vir_Cha_1_2016-09-16, US_Vir_Cha_1_2016-10-03, US_Vir_Cha_1_2016-10-14, US_Vir_Cha_1_2016-10-28, US_Vir_Cha_1_2016-11-11, US_Vir_Cha_1_2016-12-03, US_Vir_Cha_1_2017-06-22, US_Vir_Cha_1_2017-07-07, US_Vir_Cha_1_2017-07-20, US_Vir_Cha_1_2017-08-03, US_Vir_Cha_1_2017-08-17, US_Vir_Cha_1_2017-08-31, US_Vir_Cha_1_2017-09-14, US_Vir_Cha_1_2017-09-28, US_Vir_Cha_1_2017-10-12, US_Vir_Cha_1_2017-10-26, US_Vir_Cha_1_2017-11-09, US_Vir_Cha_1_2017-11-24, US_Vir_Cha_1_2017-12-07, US_Vir_Cha_1_2018-06-28, US_Vir_Cha_1_2018-07-05, US_Vir_Cha_1_2018-07-12, US_Vir_Cha_1_2018-07-26, US_Vir_Cha_1_2018-08-09, US_Vir_Cha_1_2018-08-23, US_Vir_Cha_1_2018-09-06, US_Vir_Cha_1_2018-09-20, US_Vir_Cha_1_2018-10-04, US_Vir_Cha_1_2018-10-18, US_Vir_Cha_1_2018-10-25, US_Vir_Cha_1_2018-11-01, US_Vir_Cha_1_2018-11-29, US_Vir_Cha_1_2019-06-18, US_Vir_Cha_1_2019-08-14, US_Vir_Cha_1_2019-09-06, US_Vir_Cha_1_2020-07-03, US_Vir_Cha_1_2020-08-21, US_Vir_Cha_1_2020-09-30, US_Vir_Cha_1_2021-10-15",37.98152,-78.487336,North_America,USA,50,3422,50,"2012-07-18,2012-11-05,2014-06-25,2014-10-14,2015-07-01,2015-10-19,2016-06-24,2016-07-08,2016-07-22,2016-08-19,2016-09-02,2016-09-16,2016-10-03,2016-10-14,2016-10-28,2016-11-11,2016-12-03,2017-06-22,2017-07-07,2017-07-20,2017-08-03,2017-08-17,2017-08-31,2017-09-14,2017-09-28,2017-10-12,2017-10-26,2017-11-09,2017-11-24,2017-12-07,2018-06-28,2018-07-05,2018-07-12,2018-07-26,2018-08-09,2018-08-23,2018-09-06,2018-09-20,2018-10-04,2018-10-18,2018-10-25,2018-11-01,2018-11-29,2019-06-18,2019-08-14,2019-09-06,2020-07-03,2020-08-21,2020-09-30,2021-10-15","SRR3590551, SRR3590550, SRR3939077, SRR3939076, SRR3939088, SRR3939087, SRR14475045, SRR14475044, SRR14475033, SRR14475022, SRR14475014, SRR14475013, SRR14475012, SRR14475011, SRR14475010, SRR14475009, SRR14475043, SRR14475042, SRR14475041, SRR14475040, SRR14475039, SRR14475038, SRR14475037, SRR14475036, SRR14475035, SRR14475034, SRR14475032, SRR14475031, SRR14475030, SRR14475029, SRR14475028, SRR14475027, SRR14475026, SRR14475025, SRR14475024, SRR14475023, SRR14475021, SRR14475020, SRR14475019, SRR14475018, SRR14475017, SRR14475016, SRR14475015, nan, nan, nan, nan, nan, nan, nan","DrosRTEC, cville, DrosEU_3",PoolSeq,3376
"US_Wis_Cro_1_2012-06-10, US_Wis_Cro_1_2012-09-11, US_Wis_Cro_1_2012-10-20, US_Wis_Cro_1_2013-07-02, US_Wis_Cro_1_2013-09-22, US_Wis_Cro_1_2014-06-25, US_Wis_Cro_1_2014-09-18",43.11000000000001,-89.64999999999999,North_America,USA,7,729,7,"2012-06-10,2012-09-11,2012-10-20,2013-07-02,2013-09-22,2014-06-25,2014-09-18","SRR3590555, SRR3590562, SRR3590554, SRR3939051, SRR3939052, SRR3939078, SRR8061819",DrosRTEC,PoolSeq,830
"mel1, mel2, mel3, mel4, mel5",40.81,111.66,Asia,China,0,5,5,"2017-08-14,2017-08-13","SRR23103765, SRR23103933, SRR23103985, SRR23103841, SRR23103829",Chen et al. (2024),IndSeq,1
"LZ9, mel6, mel7, mel8, mel9, mel10",36.13,103.67,Asia,China,0,6,6,2017-08-11,"SRR23104000, SRR23103817, SRR23103901, SRR23103889, SRR23103781, SRR23103754",Chen et al. (2024),IndSeq,0
"mel11, mel12, mel13, mel14, mel15",42.2,116.46,Asia,China,0,5,5,2017-08-12,"SRR23104023, SRR23103908, SRR23103758, SRR23103971, SRR23103960",Chen et al. (2024),IndSeq,0
"mel17, mel18, mel19, mel20, mel16",40.0,124.35,Asia,China,0,5,5,"2017-08-18,2017-08-17","SRR23103808, SRR23103796, SRR23103977, SRR23103932, SRR23103948",Chen et al. (2024),IndSeq,1
"mel21, mel22, mel23, mel24, mel25",40.67,107.35,Asia,China,0,5,5,2017-08-16,"SRR23103920, SRR23104040, SRR23104028, SRR23104016, SRR23103872",Chen et al. (2024),IndSeq,0
"mel26, mel27, mel28, mel29, mel30, SZ1, SZ5",31.270000000000003,120.73,Asia,China,0,7,7,"2017-10-18,2017-08-19","SRR23103860, SRR23104012, SRR23104001, SRR23103990, SRR23103984, SRR23103769, SRR23103767",Chen et al. (2024),IndSeq,60
"mel33, mel34, mel35, mel31, mel32",39.67,106.8,Asia,China,0,5,5,2017-08-17,"SRR23103981, SRR23103848, SRR23103847, SRR23103983, SRR23103982",Chen et al. (2024),IndSeq,0
"mel36, mel37, mel38",31.3,121.5,Asia,China,0,3,3,2017-09-30,"SRR23103846, SRR23103844, SRR23103843",Chen et al. (2024),IndSeq,0
"mel39, mel40, mel41, mel42, mel43",41.75,123.37,Asia,China,0,5,5,"2017-08-08,2017-08-09","SRR23103842, SRR23103840, SRR23103839, SRR23103838, SRR23103837",Chen et al. (2024),IndSeq,1
"HLE8, mel44, mel45, mel46, mel47, mel48",49.22,119.77,Asia,China,0,6,6,"2017-08-10,2017-08-09","SRR23103979, SRR23103836, SRR23103835, SRR23103833, SRR23103832, SRR23103831",Chen et al. (2024),IndSeq,1
"mel49, mel50, mel51, mel52, mel53",43.86,125.31999999999998,Asia,China,0,5,5,2017-08-12,"SRR23103830, SRR23103828, SRR23103827, SRR23103826, SRR23103825",Chen et al. (2024),IndSeq,0
"BJC5, mel54, mel55, mel56, mel57, mel58",53.49,122.34000000000002,Asia,China,0,6,6,2017-08-13,"SRR23103980, SRR23103824, SRR23103822, SRR23103821, SRR23103820, SRR23103819",Chen et al. (2024),IndSeq,0
"mel59, mel60, mel61, mel62, mel63",42.58,128.32,Asia,China,0,5,5,2017-08-11,"SRR23103818, SRR23103912, SRR23103911, SRR23103910, SRR23103909",Chen et al. (2024),IndSeq,0
"mel285, mel286, mel287, mel288, mel64, mel65, mel66, mel67, mel269, mel270",28.211,113.018,Asia,China,0,10,10,"2020-09-13,2017-09-01","SRR23103995, SRR23103994, SRR23103993, SRR23103992, SRR23103907, SRR23103906, SRR23103905, SRR23103904, SRR23103849, SRR23104010",Chen et al. (2024),IndSeq,1108
"mel69, mel70, mel71, mel72, mel73",48.36,134.3,Asia,China,0,5,5,"2017-08-16,2017-08-17","SRR23103902, SRR23103900, SRR23103899, SRR23103898, SRR23103896",Chen et al. (2024),IndSeq,1
"WLMQ2, mel74, mel75, mel76, mel77, mel78",43.88999999999999,87.55,Asia,China,0,6,6,2017-08-17,"SRR23103766, SRR23103895, SRR23103894, SRR23103893, SRR23103892, SRR23103891",Chen et al. (2024),IndSeq,0
"mel81, mel82, mel83, mel79, mel80",45.75,126.63,Asia,China,0,5,5,"2017-08-06,2017-08-05","SRR23103887, SRR23103885, SRR23103884, SRR23103890, SRR23103888",Chen et al. (2024),IndSeq,1
"mel84, mel85, mel86, mel87, mel88",46.81,130.32,Asia,China,0,5,5,2017-08-14,"SRR23103883, SRR23103882, SRR23103881, SRR23103784, SRR23103783",Chen et al. (2024),IndSeq,0
"mel89, mel90, mel91, mel92, mel93",42.25,118.97,Asia,China,0,5,5,"2017-08-11,2017-08-10","SRR23103782, SRR23103780, SRR23103778, SRR23103777, SRR23103776",Chen et al. (2024),IndSeq,1
"mel97, mel98, mel95, mel96",34.85,105.67,Asia,China,0,4,4,2017-08-10,"SRR23103772, SRR23103771, SRR23103774, SRR23103773",Chen et al. (2024),IndSeq,0
"mel100, mel101, mel102, mel103",34.6,109.72,Asia,China,0,4,4,"2017-08-09,2017-08-19","SRR23103967, SRR23103956, SRR23103945, SRR23103806",Chen et al. (2024),IndSeq,10
"mel104, mel105, mel106, mel107, mel108",40.57,110.51000000000002,Asia,China,0,5,5,2017-08-15,"SRR23103795, SRR23103978, SRR23103935, SRR23103924, SRR23103913",Chen et al. (2024),IndSeq,0
"mel121, mel122, mel109, mel110, mel112, mel113",36.75,117.18000000000002,Asia,China,0,6,6,"2017-09-04,2017-09-01,2017-09-05","SRR23103886, SRR23103779, SRR23104034, SRR23103880, SRR23103869, SRR23103858",Chen et al. (2024),IndSeq,4
"mel114, mel115, mel116, mel117, mel118",39.77,98.36,Asia,China,0,5,5,"2017-08-14,2017-08-17","SRR23104011, SRR23103999, SRR23103988, SRR23103845, SRR23103834",Chen et al. (2024),IndSeq,3
"mel119, mel120, mel123, mel173, mel175, mel176, mel177, mel174",37.71,120.64,Asia,China,0,8,8,"2017-08-29,2017-09-01,2017-10-04","SRR23103823, SRR23103897, SRR23103768, SRR23103803, SRR23103801, SRR23103800, SRR23103799, SRR23103802",Chen et al. (2024),IndSeq,36
"mel124, mel125, mel126, mel127, mel128",42.98,129.49,Asia,China,0,5,5,2017-08-16,"SRR23103764, SRR23103763, SRR23103762, SRR23103761, SRR23103760",Chen et al. (2024),IndSeq,0
"mel130, mel131, mel132, mel133, mel129",36.18,116.76000000000002,Asia,China,0,5,5,"2017-08-04,2017-08-15","SRR23103757, SRR23103756, SRR23103755, SRR23103753, SRR23103759",Chen et al. (2024),IndSeq,11
"mel134, mel135, mel136, mel137, mel138",36.02,101.47,Asia,China,0,5,5,2017-08-13,"SRR23103976, SRR23103975, SRR23103974, SRR23103973, SRR23103972",Chen et al. (2024),IndSeq,0
"mel148, mel144, mel145, mel146, mel147",42.85,93.56,Asia,China,0,5,5,"2017-08-16,2017-08-15","SRR23103962, SRR23103966, SRR23103965, SRR23103964, SRR23103963",Chen et al. (2024),IndSeq,1
"mel149, mel150, mel151, mel152, mel153, mel159, mel160, mel161, mel162, mel163",44.3,86.04999999999998,Asia,China,0,10,10,2017-08-18,"SRR23103961, SRR23103959, SRR23103958, SRR23103957, SRR23103955, SRR23103949, SRR23103947, SRR23103946, SRR23103816, SRR23103815",Chen et al. (2024),IndSeq,0
"mel154, mel155, mel156, mel157, mel158",38.48,106.2,Asia,China,0,5,5,2017-08-19,"SRR23103954, SRR23103953, SRR23103952, SRR23103951, SRR23103950",Chen et al. (2024),IndSeq,0
"mel172, mel169, mel170, mel171",43.01,89.16,Asia,China,0,4,4,2017-08-16,"SRR23103804, SRR23103809, SRR23103807, SRR23103805",Chen et al. (2024),IndSeq,0
"mel180, mel181, mel182, mel178, mel179",38.83,100.39,Asia,China,0,5,5,"2017-08-15,2017-08-14","SRR23103794, SRR23103793, SRR23103792, SRR23103798, SRR23103797",Chen et al. (2024),IndSeq,1
"mel183, mel184, mel185, mel186, mel187",47.33,123.97,Asia,China,0,5,5,"2017-08-07,2017-08-08","SRR23103791, SRR23103790, SRR23103789, SRR23103788, SRR23103787",Chen et al. (2024),IndSeq,1
"mel188, mel189, mel190, mel191",36.28,103.0,Asia,China,0,4,4,2017-08-12,"SRR23103786, SRR23103785, SRR23103944, SRR23103943",Chen et al. (2024),IndSeq,0
"mel196, mel192, mel193, mel194, mel195",35.87,118.88,Asia,China,0,5,5,"2017-08-30,2017-08-31","SRR23103938, SRR23103942, SRR23103941, SRR23103940, SRR23103939",Chen et al. (2024),IndSeq,1
"mel197, mel198, mel199, mel200, mel201",38.98,121.59,Asia,China,0,5,5,2017-08-20,"SRR23103937, SRR23103936, SRR23103934, SRR23103931, SRR23103930",Chen et al. (2024),IndSeq,0
"mel202, mel203, mel204, mel205, mel206, mel207, mel208, mel209, mel210, mel211, mel212, mel213, mel214, mel215, mel216, mel217, mel218, mel219, mel220, mel221, mel222, mel223, mel224, mel225, mel226, mel227, mel228, mel229, mel230, mel231, mel232, mel233, mel234, mel235, mel236, mel237, mel238, mel239, mel240, mel241, mel242, mel243, mel244, mel245, mel246, mel247, mel248, mel249, mel250, mel251, mel252, mel253, mel254, mel255, mel256, mel257, mel258",29.65,91.18,Asia,China,0,57,57,"2017-09-21,2017-09-22,2017-09-23,2017-09-24,2017-09-25","SRR23103929, SRR23103928, SRR23103927, SRR23103926, SRR23103925, SRR23103923, SRR23103922, SRR23103921, SRR23103919, SRR23103918, SRR23103917, SRR23103916, SRR23103915, SRR23103914, SRR23104044, SRR23104043, SRR23104042, SRR23104041, SRR23104039, SRR23104038, SRR23104037, SRR23104036, SRR23104035, SRR23104033, SRR23104032, SRR23104031, SRR23104030, SRR23104029, SRR23104027, SRR23104026, SRR23104025, SRR23104024, SRR23104022, SRR23104021, SRR23104020, SRR23104019, SRR23104018, SRR23104017, SRR23104015, SRR23104014, SRR23104013, SRR23103879, SRR23103878, SRR23103877, SRR23103876, SRR23103875, SRR23103874, SRR23103873, SRR23103871, SRR23103870, SRR23103868, SRR23103867, SRR23103866, SRR23103865, SRR23103864, SRR23103863, SRR23103862",Chen et al. (2024),IndSeq,4
"mel260, mel261, mel262, mel263, mel278, mel259",30.3,105.33,Asia,China,0,6,6,"2020-09-07,2020-09-08","SRR23103859, SRR23103857, SRR23103856, SRR23103855, SRR23104003, SRR23103861",Chen et al. (2024),IndSeq,1
"mel264, mel265, mel266, mel267, mel268",29.43,106.36,Asia,China,0,5,5,2020-09-06,"SRR23103854, SRR23103853, SRR23103852, SRR23103851, SRR23103850",Chen et al. (2024),IndSeq,0
"mel271, mel272",24.33,103.38,Asia,China,0,2,2,2020-09-08,"SRR23104009, SRR23104008",Chen et al. (2024),IndSeq,0
"mel277, mel275, mel276",30.39333333333333,104.14666666666666,Asia,China,0,3,3,2020-09-09,"SRR23104004, SRR23104006, SRR23104005",Chen et al. (2024),IndSeq,0
"mel279, mel292",25.28,110.29,Asia,China,0,2,2,2020-09-06,"SRR23104002, SRR23103986",Chen et al. (2024),IndSeq,0
"mel281, mel282, mel283",27.01,106.02,Asia,China,0,3,3,"2020-09-04,2020-09-07","SRR23103998, SRR23103997, SRR23103996",Chen et al. (2024),IndSeq,3
"mel289, mel290, mel291",22.80666666666667,108.37666666666668,Asia,China,0,3,3,"2020-09-09,2020-09-08","SRR23103991, SRR23103989, SRR23103987",Chen et al. (2024),IndSeq,1
